id,host_id,host_name,price,minimum_nights,number_of_reviews
21839960,39346203,Amy,45,2,8
21843831,94214493,Dadrine,80,7,1
21844040,140433148,Lauren,43,3,32
21844210,135554944,Stacey-Ann,275,2,2
21844221,130623170,Aj,200,3,27
21844377,1317913,Lauren,200,3,0
21844499,1684573,Emily,96,3,2
21844578,1349340,Noah,65,3,2
21845154,4495261,Julien,180,7,2
21845187,159312334,Simon,95,8,0
21845780,5067783,Patrick,125,1,53
21846856,48735753,Amruta,36,2,0
21848241,41911368,Katie,95,1,48
21849210,25814915,Ashley,150,4,1
21849509,90541057,Taylor,85,1,32
21849942,23443666,Shachar,190,7,1
21850082,159362106,Matan,61,1,25
21850183,49661012,Nompakamiso,130,5,6
21850364,7018179,Hugo,180,5,4
21850427,6186498,Heeran,60,2,81
21850834,159369488,Tara,200,2,18
21851016,8869512,Antonio,65,3,1
21851100,7724142,Christopher,1066,1,2
21851228,7709305,Sasha,200,2,29
21851368,153025974,Kelsy,130,3,25
21851390,158191137,Thomas,70,3,8
21851570,159379318,Heini,95,7,4
21851586,158757567,Felix,400,3,42
21851700,15907782,Chelsea,150,3,9
21851931,21816029,Melissa,115,2,17
21852060,50175698,Thiru,80,5,1
21852211,33658455,Alex,345,3,61
21852332,18554823,Agnes,110,1,85
21852466,44514403,Stephanie,150,2,23
21853347,67069129,Kevin,265,2,65
21857734,20346657,Leah,42,7,4
21857913,159435936,Jonathan,95,15,5
21859065,36757798,Nicky,130,6,8
21859249,49213265,Mariana,99,3,4
21859359,23039272,Chahine,51,1,1
21859466,11844979,V,300,3,20
21859658,3094754,Numi,259,2,25
21860011,9572607,Nicole,250,2,5
21860693,9572607,Nicole,71,1,5
21861551,2431679,Danish,155,2,7
21861819,68550512,Steven,135,4,39
21862155,8637211,Judie And Steven,89,1,105
21862803,18405989,Guido,150,7,0
21863385,88852894,Nando,250,2,0
21863411,4950822,Matthew,150,2,0
21863836,24092147,Jon,75,2,1
21864653,33435096,Francesca,50,2,44
21864747,57291936,Rebecca,70,2,16
21865416,67349249,ResortShare,450,2,0
21865637,159494837,Hongye,68,1,66
21865904,133564044,Kaya,80,1,1
21866923,95175637,Curtis,200,1,2
21867029,67349249,ResortShare,450,2,0
21867216,67349249,ResortShare,398,2,0
21867375,67349249,ResortShare,398,2,0
21867440,29599980,Leslie,41,3,1
21867598,130183779,Arianne,200,1,13
21867710,159156636,,120,1,89
21867749,41874064,Sheba,160,1,22
21867771,43756609,Karina,55,1,2
21868116,48056617,Huan,37,15,0
21868424,6938506,Karina,60,1,14
21868427,24559343,Taeho,135,2,7
21868813,120638903,Ioanna,95,6,2
21868918,159526448,Natasha,350,2,16
21868933,9282079,Justine,245,4,12
21869051,97243693,Joyce,150,3,57
21869057,11967922,Vishanti & Jeremy,10,1,93
21869167,57002433,Lucile,69,1,77
21869409,157842225,Tara,250,3,62
21869546,87814281,Sharon,88,1,3
21870396,159540426,Kenneth,200,1,1
21871576,131993395,Shirley,160,2,53
21875621,125492013,祥茵,40,5,0
21876299,158969505,Karen,150,30,1
21877219,159587137,Wene,280,3,1
21877231,22095324,Chad Michael,65,5,42
21877426,4010826,Ken,150,10,2
21877805,159592932,Alexandra,159,4,50
21878080,120762452,Stanley,150,30,3
21878449,2946041,Alex,195,3,0
21879516,5945683,Annie,200,4,3
21879760,1377201,Jon,100,30,2
21880038,159610596,WeWork,425,1,127
21880580,29478455,Mary,115,3,4
21881602,83422323,Amon,50,1,14
21881605,159623005,Catherine,412,30,0
21881709,7344277,Angelica,93,3,1
21881810,3212890,Lisa,160,3,52
21881963,32168079,Ivan,50,180,0
21882745,22225590,Tina,210,4,4
21883309,158444643,Alejandro,250,3,57
21883986,158710682,Cedar,90,1,0
21883990,159610596,WeWork,225,1,42
21884025,61175161,Claudia,40,3,1
21884206,159610596,WeWork,215,1,152
21884557,23005139,Samantha,55,3,0
21884602,158710682,Cedar,90,1,2
21884758,10979123,Anjelica,170,3,26
21885522,17525654,Susan & Aarti,160,5,0
21885544,2749343,Kaity,80,5,1
21885667,11911154,Flor De Liz,35,14,0
21885677,70055156,Yngridd,200,1,77
21885860,3105557,Joshua,43,2,6
21885914,7683267,Nicholas,100,1,61
21889698,15049077,Karanja,55,30,1
21890848,21003445,Vanessa,55,2,3
21891406,42954481,Cindy,95,1,3
21891982,2856748,Ruchi,350,30,0
21892073,916377,Ana,42,7,1
21892596,157642917,Lauren,125,5,13
21892706,159735335,Andre,80,1,29
21892834,61391963,Corporate Housing,133,30,8
21893129,120762452,Stanley,150,30,2
21893604,1144452,Dante,12,3,8
21893658,39253607,Laura,120,2,1
21894437,158997467,Thomas,50,2,28
21894785,37616350,Christopher,250,2,15
21895071,158191277,Camila,70,5,12
21895262,325453,Malin,80,5,0
21896267,159757725,Rawad,40,7,1
21896537,50072658,Besnik,79,1,168
21896552,2092300,Amelia,120,3,3
21897759,54907254,Nickelous,139,7,1
21897775,427019,Oh,66,2,48
21897845,159769278,Musieka,40,2,17
21898551,131206517,Mark,100,4,4
21898567,62635426,Lizzie,50,3,2
21898686,46705025,Angelo,185,3,18
21898732,8177511,Fredrik,55,7,0
21899241,41865841,Tom,160,2,2
21899473,60632753,Jared,80,5,4
21899575,155812868,Milana,119,1,19
21899794,72395034,Cole,125,3,0
21899939,4089207,Mondell,155,3,64
21900721,159794474,Alex,76,1,0
21901025,1483578,Spiritchild,100,2,77
21901156,159156636,,120,1,109
21902630,159811367,Sergii,38,30,4
21906858,1033792,Dani,80,5,2
21907036,33195820,Ignacio,36,21,0
21907240,159091490,Melissa,119,1,14
21907615,159091490,Melissa,119,1,20
21907916,4076045,Aine,50,2,0
21907941,159091490,Melissa,119,1,11
21908120,159091490,Melissa,119,1,19
21908184,120762452,Stanley,195,30,1
21908265,159091490,Melissa,119,1,26
21909291,18462292,Gary,200,7,2
21909717,65493699,Dan Hua,143,2,3
21913309,159884558,Lily,45,25,37
21913782,133972085,"Yumi, Chizu",350,3,14
21913811,147095935,Adeel,99,1,118
21913859,34281260,Reese,65,2,6
21914314,3440811,Marc,85,3,28
21914499,134428157,Johny,160,3,32
21915201,159903889,Patricia,400,4,42
21919913,76104209,Rated,333,30,0
21920061,45731391,Laurence,85,1,4
21921178,48419413,Tina,89,2,52
21921608,76104209,Rated,375,30,0
21921707,100424005,Dewey,39,5,9
21922035,2598844,Fabiana,50,1,49
21922071,47326818,Emilyn,37,2,3
21922407,4389871,Agostina,90,4,0
21922639,9238069,Jamiel,150,2,15
21923390,898412,Maria,85,60,6
21923649,8494658,Rebecca,99,2,12
21923722,6408088,Trent,100,1,2
21923996,39166877,Nancy,165,3,37
21924203,22378099,Ricardo,52,5,0
21924586,2930303,Rocio,100,28,2
21924630,6411632,Jordan,130,3,2
21924815,113356258,Judy,100,1,0
21925948,83004119,Pawel,120,1,0
21925970,17250625,Lucas,50,13,51
21926117,42135378,Stavros,130,4,2
21926198,10020112,Naomi,250,3,2
21926279,6999831,Erik,90,2,8
21926432,102243363,WeiWei,110,1,4
21926844,35674813,Xizi,40,7,1
21926893,159998120,Joe,92,1,0
21927300,156952896,Haijiao,100,1,198
21929935,4514578,Hector,45,4,0
21930306,126247863,Seeranie,35,1,56
21931508,19739033,Fifi,85,2,75
21931557,159811367,Sergii,50,30,4
21931779,147252767,Melanie,50,1,6
21931979,159974287,Rasul,38,5,34
21932693,43600815,Rafael,65,8,1
21932977,45697173,Cristóbal,50,10,0
21933065,160057164,Patrick,75,1,0
21933372,120284390,Derya,100,3,0
21933635,160066386,Christopher,250,3,18
21933725,158445076,Jonathan,650,3,0
21933777,159091490,Melissa,129,1,13
21933969,159091490,Melissa,129,1,32
21934181,9175058,John,41,3,17
21934202,16855791,Agus,65,3,47
21934318,159091490,Melissa,129,1,9
21934465,159091490,Melissa,129,1,28
21934601,41617175,Emily,70,2,1
21934873,120762452,Stanley,150,30,2
21935245,6650559,Bridget,89,1,3
21935339,97862729,Natalie,100,2,1
21935551,88713943,Lee,175,4,12
21935569,43352661,Charles,20,1,21
21935727,1341264,Noemie,300,6,1
21935921,3484920,BonnieAnn,275,2,4
21936014,33261598,Marc,185,1,2
21936033,156952896,Haijiao,120,1,118
21936073,6041929,Degelis,220,4,11
21936080,14043678,Justin,50,3,6
21936288,118807152,Melissa,30,1,15
21936550,42804325,诗月,70,7,1
21937197,4811900,Bridget,600,2,5
21937306,1349340,Noah,75,7,0
21937451,21621745,Paulina,200,1,7
21938049,157701235,Michael,60,7,74
21938508,70562577,Ryan,125,3,10
21939323,12834599,Ms. Edith,50,3,2
21939817,153066091,Hasan,75,2,1
21942269,49716547,Josh,150,7,4
21942371,2546411,Gerard,78,10,0
21942606,160109287,Elaine,200,4,1
21942984,157788926,Josh,199,2,45
21943047,29238030,Celine,70,2,3
21943938,18061262,Gilana,115,15,7
21945438,262862,Helena,250,3,1
21945454,11322502,Kimberly,142,2,5
21945556,62307584,Mo,67,30,3
21945851,50522860,Nora,40,1,2
21945886,160175378,Russ,350,3,1
21946495,160194786,Patrick,160,2,59
21946665,55184486,Amado,149,1,74
21946776,43011952,Jennifer,75,1,0
21947011,35743804,Brad,850,1,16
21947012,158625100,Vic,75,1,25
21947039,160175378,Russ,400,1,1
21947062,33570672,Tomislav,95,2,100
21947114,40110507,Jonathan,85,4,5
21947260,72936542,Taylor,130,1,1
21947445,34595916,Andrew,149,5,55
21947959,7709326,Tiff,90,3,0
21948222,2300590,Bess,95,3,2
21948560,23001368,Sofia,850,2,14
21948571,107953084,Ervita,60,2,48
21948799,16686426,Helen,65,2,10
21949305,315606,Cynthia,45,30,0
21949815,116430338,Dova,105,7,1
21950012,53829616,Joaquin,395,6,1
21950138,25321849,Anne,550,3,6
21950350,11486122,Magdalena,50,3,2
21950927,105389630,Alex,190,4,0
21950963,50414933,Charlie,160,5,5
21951042,18918881,Anna,51,1,4
21951077,1620498,Bec,220,7,3
21951184,59394680,Soojin,130,30,0
21955216,8801391,Alper Demis,300,3,0
21956264,110346058,Shirley,45,4,12
21958076,160300400,Tina,79,4,12
21958889,160306249,Andy,55,2,14
21959523,7045635,Nina,45,5,1
21959695,148100571,Jenny,50,1,0
21959796,90956690,Dean,200,4,2
21960412,160318374,Giulia,103,30,47
21960589,159091490,Melissa,139,1,6
21960659,21508828,Nguyen,69,1,31
21960720,2916281,Lacy,60,7,2
21961462,56067189,Yuanwen,150,3,1
21962437,130149223,Laurene,31,30,7
21962864,25690203,Corin,100,2,5
21963398,11310081,Chandler,650,2,1
21963418,3368678,Jose,210,3,21
21963428,8243469,Kathryn,49,3,59
21963575,160343135,David,30,3,2
21963723,58943675,Angelo,140,3,4
21964400,14278133,Sharif,71,2,30
21964596,1020357,Peter,60,2,20
21964623,160353062,Rebecca,90,30,2
21965110,77084335,Mahayla,80,3,2
21965119,17271293,Myah,60,2,38
21965717,8331436,Jesse,109,2,4
21965948,50577859,Zoe,75,2,3
21966051,159091490,Melissa,139,1,10
21966351,159091490,Melissa,139,1,38
21966390,13284271,Troi,350,2,14
21966418,160233319,Josh,86,2,0
21966432,160369263,Luis,100,2,61
21966498,9640114,Alexander,120,2,2
21966592,159091490,Melissa,139,1,46
21966757,135836462,Beny,150,3,0
21966758,3179146,Adrián,161,3,3
21966880,160374143,Jane,245,2,42
21967259,160376922,Alesia,800,1,11
21967332,55403309,Justin,350,5,0
21967336,1852207,Christie,135,3,3
21967378,11713422,Saket,349,5,0
21967523,160379705,Jamesetta,35,2,7
21967562,160300400,Tina,79,4,27
21967615,15146492,Kevin,649,2,0
21967654,81379480,Anders,80,14,0
21967751,72760017,Frankie,200,4,3
21967835,16840416,Jeffrey,225,2,1
21968568,123354518,Elena,50,4,0
21969058,16864813,Kim,300,3,38
21970259,155125855,Vicente,130,1,40
21970350,861330,Joseph,40,30,0
21970487,158298807,Marcia,90,2,42
21971593,146345538,Sergii,50,30,1
21972082,39528519,Max,35,14,3
21972403,101970559,Sergii,50,30,1
21972697,159811367,Sergii,50,30,4
21973631,3832479,Hunderson,50,30,0
21973767,13242534,Elizabeth,250,7,6
21975315,2099205,Alexandra,180,3,9
21975709,8837750,Mark,485,5,45
21976874,3052833,Justin,350,2,22
21977042,160457828,Adam,99,1,117
21977693,2863092,Emma,85,7,0
21977987,16775193,Jen,150,14,1
21978019,7650212,Alana,300,5,7
21978281,151777787,Kristina,40,2,3
21978366,6441887,Su,60,1,9
21978558,21657795,Musa,100,3,1
21979050,144857346,Grace,275,2,1
21979387,160474324,Noel,70,5,1
21979566,45406877,Rup,100,2,3
21979587,20214811,Lauren,66,3,3
21979890,27272337,Peter,250,4,40
21979898,17425841,Joshua,99,30,0
21980316,5191980,Jen,200,2,0
21980586,51765609,Whitney,100,90,1
21980711,75485224,Alysee,55,2,15
21980723,6675176,David,650,5,23
21981036,75664810,Leena,100,2,4
21981313,44102819,Anne,120,7,1
21981703,2066240,Marcella,12,3,0
21981789,100672521,Angie,88,1,44
21981845,158178970,Raquel,27,1,21
21982096,33738190,Jen,85,1,0
21982177,6587683,Angele,150,2,21
21982223,44253752,Heather Garcia,150,8,0
21982333,160322636,Leland,50,2,43
21982534,58847382,Emily,125,1,1
21982618,34320483,Jonathan,43,3,1
21982630,160503827,Christopher,90,3,7
21982707,17038671,Anthony,150,2,3
21982758,10763283,Heather,110,3,15
21982995,160507191,Nikos,150,4,29
21983066,160507714,Maria,80,1,1
21983105,156976885,Carrie,120,3,0
21983211,5625684,M,130,12,2
21983275,33978706,Pierre Yves,196,5,4
21983362,18495460,Frank,115,30,4
21983547,12128527,Andy,225,2,38
21983780,15220846,Marika,274,4,4
21984139,16025677,Meng-Mei,107,4,1
21984170,16025677,Meng-Mei,115,5,0
21984189,160520133,Jay,250,7,11
21984232,69546339,Michael,41,6,2
21984342,156831639,Ashley,125,21,0
21984356,159091490,Melissa,169,1,12
21985066,52610301,Jason,43,1,5
21985070,5400884,Cassie,99,1,2
21985279,151880786,Colin,66,30,9
21987828,14535843,Luna,38,4,1
21989166,105758291,Junior,150,4,35
21990254,160326327,Jammie,49,2,32
21990808,159156636,,120,1,88
21991066,4130601,Rei,75,18,1
21991970,65046976,Frank,88,1,1
21992083,95010593,Julien,300,1,104
21993232,129577022,Amanda,205,3,2
21993629,1974292,Sara,199,2,19
21993956,7465002,Rena,50,3,3
21994561,2928002,Jerome,69,4,2
21994769,160601986,Alexander,85,3,25
21995883,79886089,Stephanie,150,5,4
21995927,4683188,Emily,250,5,0
21996377,822034,Rly,210,30,0
21996542,11951403,Kacy,475,30,0
21996983,95459395,Bluebird,299,30,0
21997208,154608871,Daniel,215,2,0
21997763,621266,Barnaby,180,7,0
21997804,812331,Oliver,150,7,1
21998044,4102079,Rodrigo,75,1,65
21999647,159655531,Kelvin,60,3,86
22000019,160643378,Kate,75,2,20
22000255,157728550,Kem,150,1,107
22000376,135530716,Angela,460,1,49
22000430,159154462,Ken,125,1,53
22000913,152263768,John,65,1,60
22001233,12927770,Anton,150,3,0
22001385,4455698,Pierre,85,7,2
22001568,5445919,Nargis,75,7,3
22001596,113918131,Hem,99,5,0
22001621,103863147,Gabriele,159,3,32
22002827,11530808,Stephen,60,2,1
22005115,82746113,Cecilia,135,5,1
22007011,160702123,Roxanne,50,1,13
22007950,49735439,Merida,65,3,1
22008625,3147227,Stephanie,100,10,0
22008794,1230739,Dylan,35,14,0
22009072,6493857,Samantha,69,2,0
22009620,160707142,Jamel,85,2,23
22009898,41940272,Nicole,54,2,6
22010163,790872,Tri,120,1,3
22010257,3574922,Shay,75,2,8
22010343,22365640,Katherine,100,2,0
22010459,41940272,Nicole,73,4,11
22010594,160726948,Mike,94,30,3
22011027,2084074,Sarah,300,3,10
22011227,3872416,Freddy,65,6,0
22011311,97336460,Jillian,100,1,0
22012650,2502124,Saoirse,186,9,25
22013423,48356178,Brandon,113,5,9
22013965,48655993,Ottilia,50,1,16
22014840,32093643,Scarlett,70,2,2
22015654,159571314,Jacqueline,325,2,4
22016391,43872938,Shir,49,4,3
22016473,29395562,Elena,85,3,58
22017344,160373219,Mo,487,4,50
22017362,160660639,Annette,49,1,81
22017432,9605757,Doo,150,3,14
22017621,62706408,Kirstyn,80,3,0
22017804,27105320,Eliana,35,7,0
22018219,25376759,Theis,90,3,1
22018921,70235067,Caeli,34,3,4
22019218,131476075,Lakisha,51,1,19
22019519,160792280,Dez,200,1,1
22019711,70338191,Dana,45,2,50
22019912,13208109,Jenny,45,5,3
22020038,47414802,Jason,115,20,4
22020298,131476075,Lakisha,60,1,25
22020827,32237865,Joëlle,150,4,4
22020843,74179880,Silvia,33,3,56
22023444,7647511,Mike,100,4,15
22026277,111188158,Cheryl,200,5,1
22026647,34216298,Koryn,150,1,16
22026830,160847231,Mike,131,2,67
22027652,47598303,Tina,58,1,5
22028251,135944525,Tiffany,45,1,0
22028307,46719,Holly,300,4,3
22028706,17879753,Rebecca,102,3,2
22028894,60291768,Kim,88,4,44
22029653,160862247,Peyton,57,5,0
22029995,6967723,Emily & Mathias,209,7,1
22030593,338921,Benjamin,200,2,1
22030831,826567,Po,120,3,1
22031003,70919459,Teresa,60,5,0
22031456,160495098,Miller,58,2,28
22031539,983223,Dorothy,200,2,1
22031683,4027689,Miguel,120,1,64
22031711,42051399,Ari,128,30,0
22031905,9018136,Kyrié,60,2,8
22032210,67265708,Esteban,110,7,0
22032243,160892059,Cooper,145,5,16
22032605,160899890,Carly,35,1,2
22032656,60981198,Cyrille,75,4,5
22033512,12337690,Ran,300,7,0
22033927,160891716,Amanda,325,2,21
22034112,38959084,Alvaro Luis,200,4,6
22034977,148100571,Jenny,50,1,2
22035070,77181668,Molly,120,6,0
22035333,146449899,Fabian,53,1,166
22035507,20513673,Vera,90,6,6
22037644,46972551,Catherine,110,2,33
22037715,160940380,Adeola,250,3,39
22041636,33588156,George,53,7,0
22042837,33201402,Luis,39,1,33
22043565,160991451,Maurine,150,5,6
22043701,77145207,Nicole,65,1,0
22043923,13636138,Jay,105,3,14
22044014,105341430,Kseniya,100,1,116
22044378,25325946,Kate,175,2,0
22044485,40959256,Daniel,50,3,8
22045060,9522475,Liam,455,30,26
22045554,10477204,Karen,70,20,0
22046354,160306249,Andy,58,3,2
22047243,7991202,Daniel,125,5,5
22047750,126110540,Janine,75,1,54
22047988,49139686,David,55,3,4
22048265,15681707,Joycelyn,29,2,4
22048368,88739067,Joana,37,3,4
22049875,62649248,Benjamin,90,2,89
22050046,155125855,Vicente,65,1,76
22050058,135530716,Angela,80,2,0
22050355,125011763,Peter,95,1,64
22050927,135530716,Angela,98,2,1
22051488,135530716,Angela,120,2,1
22051523,161057073,Stella,90,2,52
22051863,44869463,Nardys,160,3,0
22054258,161081229,Ibrahim Maiga,45,2,54
22055300,40711894,Jessica,41,1,9
22057103,14290739,Stanton,175,30,1
22057431,60523852,Tariq,150,3,2
22058411,4012917,Laura,200,5,7
22058586,107953084,Ervita,60,2,73
22058992,19628425,Ahyoung,80,30,3
22059169,32299529,Kimberle,81,7,1
22059272,25330183,Juan,31,3,2
22059276,2343200,Ade,47,3,0
22059613,75976584,Margot,50,1,0
22060065,3701760,Jake,50,4,5
22060142,2717905,Nadia,130,2,2
22060712,40866184,Semhar,105,14,12
22060924,5234625,Caroline,50,5,2
22062320,6600911,Cristina,35,3,1
22062492,94543911,Gabrielle,115,2,2
22062860,737515,Joseph,275,13,0
22063652,161160095,Walter,170,3,42
22063918,2323561,Herminia,90,2,8
22064022,16753102,Simon,130,4,8
22064197,20153029,Tal,190,7,0
22064262,120762452,Stanley,150,30,5
22064793,611408,Geraldine,143,7,0
22064879,13285212,Alex,200,5,0
22064923,95740953,Jeff,55,2,3
22064927,161172539,Rui Guang,59,1,92
22065495,43960739,Eliana,65,3,21
22066317,35986301,Angie,50,5,1
22066430,20604809,Houman,148,2,11
22066551,19900075,Taylor,55,7,0
22066635,9831905,Alice,230,7,0
22066865,76728828,Jenna,250,2,2
22066893,5480385,Daniel,200,4,0
22067396,28019842,Morgan,100,2,0
22067406,93487618,David,90,2,55
22067480,73826443,Elizabeth,120,1,4
22067499,22758387,Roy,47,1,32
22067764,24051464,Martin,75,1,1
22067826,161184313,Kristina,80,5,19
22068519,12795683,Anne-Laure,110,2,1
22069581,137858241,Holyfield,45,1,9
22072423,2856748,Ruchi,300,30,0
22073571,9320996,Virginia,150,3,2
22073638,135257383,Brian,80,5,1
22074303,21844834,Charlene,350,4,0
22075497,161262280,Anna,250,5,4
22075971,20827165,Melissa,57,2,27
22076192,159811367,Sergii,50,30,3
22076359,161268152,Maytal And Ken,399,1,42
22076961,23254491,Klara,132,1,109
22077540,6123811,Sherry,150,2,11
22077632,29799151,Olivia,40,3,6
22077789,32451588,Paul,150,2,0
22077920,17322363,Luis,189,10,2
22078370,2415163,R,400,3,17
22078453,15021288,Josh,65,24,1
22078678,126489138,Candria,100,2,0
22078755,50292311,Brian,250,4,17
22078785,3562795,Rachel,100,4,0
22078828,61989330,Zanni,51,2,2
22079387,148107543,Mario,299,2,30
22080281,37687663,Amy,125,28,1
22080826,3770299,Michelle,150,15,0
22081741,2738676,Sarah,65,5,2
22081871,19909719,Danny,295,7,1
22081938,159655531,Kelvin,60,3,40
22082124,4865463,Woody,195,6,0
22082423,44021436,L,80,2,14
22082514,58633574,Luna Maria,75,2,7
22082903,156047478,Doron,91,30,8
22083268,16856181,David,30,7,3
22083314,24374791,Emelie,57,8,0
22083540,11365202,Carrie,160,3,38
22084212,159586124,Malcolm,400,4,1
22084321,1472745,Melinda,100,2,9
22084405,149303542,Jasmine,149,4,0
22085185,13775180,Rachel,250,5,0
22085754,38609489,Kathleen,40,4,1
22085782,107955341,Michelle,400,2,5
22085892,7241732,Jason,55,1,0
22086518,3484157,Lauren,250,2,2
22086968,161344095,Sheena,100,2,98
22087093,103345244,Jeff,55,1,14
22087812,161352782,Linda,65,1,70
22088100,161351021,V,425,1,11
22088180,28458209,Brian & Jonathan,49,3,19
22088276,31880119,Zach,175,2,9
22088301,2496299,Dylan,129,5,19
22088409,37260534,Cory,87,2,1
22088615,109195230,Janique,42,4,7
22088784,161360183,Sarah,115,3,2
22089194,23909694,Anh,150,3,3
22089422,5690047,Silvio,50,3,2
22090790,76104209,Rated,374,60,0
22095324,46396810,Chloe,70,7,1
22096182,51734800,Laura,50,20,1
22096640,24625767,Isaac,75,30,2
22096731,10775192,Joshua,45,1,0
22097438,19385850,Jonathan,143,2,88
22098233,161432983,Hannah,170,1,1
22098435,23208262,Vanessa,42,20,0
22099135,109852649,Eva,65,5,0
22099266,119669058,Melissa,65,2,22
22099954,23385082,Theresa,112,6,2
22100149,20689561,Sara,150,3,5
22100318,13997669,Daniel,200,5,3
22100911,161446165,Simone,100,4,1
22100970,61391963,Corporate Housing,142,30,8
22101002,158034247,Christine,55,2,25
22101034,94713722,Joy,50,2,23
22101044,61391963,Corporate Housing,185,30,0
22101696,20951849,Elaine,185,1,90
22101914,81466660,Dustin,45,5,1
22101965,161458034,Nancy,160,3,37
22102108,20905481,Jamie And John,179,1,125
22102113,88547794,Felicita,55,7,7
22102905,59477827,Erik,195,11,0
22103302,4455011,Kéren-Or,74,5,0
22103438,161468583,Dee,22,2,35
22105065,983477,Kaylan,175,2,9
22105520,3663769,Joshua,225,1,16
22106002,18605299,Isaac,99,5,2
22107023,36082598,Genevieve,150,2,51
22107142,161497828,Matias,100,2,2
22107189,160647707,John,88,3,4
22107368,103170539,Lalit,29,5,11
22107371,28994468,Denis,400,4,1
22107514,128466802,Rasha,85,30,10
22108130,106837455,Lisa,140,30,0
22108302,123605746,Brian,65,1,0
22108306,95485067,Adelle,150,1,43
22108932,142724947,Yusra,70,21,7
22109528,161519048,Ashleigh,250,4,0
22114333,102011406,Ler,99,4,16
22115009,44620317,Claudia,45,1,8
22116565,46094052,Soumya,189,7,3
22117590,161300062,Daniela,70,1,9
22117898,160495098,Miller,27,2,4
22117971,45869461,Christina,80,4,2
22117983,101430405,Moose,450,3,0
22119092,150044472,Amar,75,14,0
22119373,7112420,Lizzie,175,2,10
22119375,63935474,Tok,35,2,4
22119708,3043896,Carmen,41,7,1
22120170,161599491,Victor,50,30,8
22120346,8739627,Tim,40,1,0
22120433,5610754,Charlotte,150,7,14
22120954,26800283,Marko,400,2,1
22121191,160461605,Matthew,85,1,6
22122084,2244532,Hazel,100,5,1
22122354,161616186,Santiago,150,3,20
22122388,99202586,Thelma,149,2,3
22122470,161592215,Mukaram,210,6,31
22122614,161617875,Tyge,150,2,30
22122723,43719554,Bersabel,50,16,0
22123573,4967965,Allison,350,3,42
22123603,1493800,Nicholas,130,4,25
22124017,68358695,Craig,285,3,0
22124086,47423579,Analise,45,2,1
22125138,161638092,Sergio,30,1,3
22125701,11769840,Amber,50,2,42
22126048,126110540,Janine,50,1,43
22126122,1931414,Vera,250,6,1
22129871,24379402,Ghazi,110,7,2
22130055,59089796,Sara,125,2,31
22130220,10004299,Morgan,80,2,0
22131111,154108693,Jasmine,70,1,0
22131954,161671480,Louisa,150,1,0
22134428,159726656,Uttara,53,3,7
22135247,161613483,Katelyn,55,4,18
22139766,88801066,Crina,647,5,4
22139932,18730893,Seth,95,1,0
22142173,844422,Lynn,109,4,0
22142447,1694701,Shahriq And Patty,485,4,1
22142575,1776666,Assaf,160,5,15
22142636,40875021,Scott,150,1,14
22143436,22967048,Marie,200,3,43
22143750,15338067,Giulia,58,4,9
22144662,73358102,Alex,109,2,76
22145643,16154405,Leslie,75,1,45
22146533,10385600,Kaitlin,50,1,1
22147414,19577205,Neide,215,4,2
22147426,161742462,Rashida,249,6,40
22147647,61391963,Corporate Housing,200,30,0
22148073,5853457,Stanley,56,1,12
22148115,18587989,Cem,120,1,0
22148416,14364462,Ashley,127,3,9
22150519,26411218,Desmond,83,3,77
22150523,148237535,Jermaine,290,3,4
22150956,28110419,Daniel,150,13,0
22151022,139867352,Oscar,39,1,43
22151067,161743285,Elena,27,60,1
22151092,5853457,Stanley,56,1,12
22151598,342760,Helo.,200,6,4
22151798,45553025,Jose H.,65,2,47
22152232,10018530,Nicole,50,2,2
22152376,161770518,Tamer,195,2,65
22152785,8456422,Abee,625,2,10
22153412,14613015,Ava,69,4,4
22153425,161784847,Jerry,125,2,31
22154118,16725099,Shawn,160,2,1
22156875,161814450,Michael,195,3,20
22157675,1927555,Rob,250,4,1
22157683,127267474,Christopher,125,2,5
22157982,4152479,Conor,100,4,1
22159096,26328221,Geoff,180,2,19
22159309,16219811,Emily,175,4,3
22160718,4443213,Arielle,90,2,5
22160759,93691661,Rachel,50,2,67
22160989,161592215,Mukaram,200,6,32
22161352,6484703,Sheila,90,4,11
22161395,100675420,Mama Batata,70,1,87
22161900,26494979,Carolyn,115,3,4
22161977,29343272,Charlotte,75,3,18
22162572,131647128,Emily,190,30,4
22162915,131647128,Emily,200,30,1
22163623,126110540,Janine,125,1,12
22164005,116881616,June,33,6,29
22164073,1444513,Erin,130,2,15
22164078,35509609,Justin,149,4,3
22164208,274583,Lev,195,3,2
22165461,161900946,Kenne,105,2,0
22165628,34614054,Marco,40,2,7
22165795,161903367,Kyle,28,2,1
22165797,60365315,Mary,45,7,0
22165957,160660639,Annette,68,1,62
22166055,125914985,Myles,150,6,57
22166650,161910094,Brian,60,2,0
22166900,161915399,Lilia,260,1,86
22167066,126397762,Xavier,79,1,63
22169350,83926842,Silvia,130,4,33
22169843,161943355,Nata,90,5,21
22172728,40478687,Min,250,4,1
22173085,161971187,Jim,100,4,0
22173625,161976329,Chad Antonio,55,3,58
22173762,123136283,Niki,280,2,69
22173887,3297475,Guy,43,3,3
22174455,5132258,Jessica,200,3,14
22174482,161983650,Edmarine,41,2,2
22174923,23257217,Laura,89,2,3
22175113,9104749,Bibi,50,3,15
22175249,161919000,Rana,85,3,0
22175297,133785513,Alena,42,1,92
